State,seat_number,pollster_rating_name,start_date,end_date,sample_size,population,partisan,cycle,election_date,stage,ranked_choice_reallocated,party,candidate_name,pct
WY,1,University of Wyoming,2020-10-08,2020-10-28,614,lv,,2020,2020-11-03,general,FALSE,DEM,Lynnette GreyBull,28
WY,1,University of Wyoming,2020-10-08,2020-10-28,614,lv,,2020,2020-11-03,general,FALSE,REP,Liz Cheney,58
AZ,6,Public Policy Polling,2020-10-26,2020-10-27,582,v,D,2020,2020-11-03,general,FALSE,DEM,Hiral Tipirneni,45
AZ,6,Public Policy Polling,2020-10-26,2020-10-27,582,v,D,2020,2020-11-03,general,FALSE,REP,David Schweikert,41
NJ,2,Stockton University,2020-10-22,2020-10-27,676,lv,,2020,2020-11-03,general,FALSE,DEM,Amy Kennedy,46
NJ,2,Stockton University,2020-10-22,2020-10-27,676,lv,,2020,2020-11-03,general,FALSE,REP,Jeff Van Drew,45
NH,1,Saint Anselm College,2020-10-23,2020-10-26,560,lv,,2020,2020-11-03,general,FALSE,DEM,Chris Pappas,49
NH,1,Saint Anselm College,2020-10-23,2020-10-26,560,lv,,2020,2020-11-03,general,FALSE,REP,Matt Mowers,44
NH,1,Saint Anselm College,2020-10-23,2020-10-26,560,lv,,2020,2020-11-03,general,FALSE,LIB,Zachary Dumont,1
NH,2,Saint Anselm College,2020-10-23,2020-10-26,458,lv,,2020,2020-11-03,general,FALSE,DEM,Ann McLane Kuster,54
NH,2,Saint Anselm College,2020-10-23,2020-10-26,458,lv,,2020,2020-11-03,general,FALSE,REP,Steven Negron,39
NH,2,Saint Anselm College,2020-10-23,2020-10-26,458,lv,,2020,2020-11-03,general,FALSE,LIB,Andrew Olding,3
CA,50,SurveyUSA,2020-10-22,2020-10-26,538,lv,,2020,2020-11-03,general,FALSE,DEM,Ammar Campa-Najjar,40
CA,50,SurveyUSA,2020-10-22,2020-10-26,538,lv,,2020,2020-11-03,general,FALSE,REP,Darrell Issa,51
PR,1,Data for Progress,2020-10-19,2020-10-26,439,lv,,2020,2020-11-03,general,FALSE,NPP,Jenniffer González,46
PR,1,Data for Progress,2020-10-19,2020-10-26,439,lv,,2020,2020-11-03,general,FALSE,PPD,Aníbal Acevedo-Vilá,34
PR,1,Data for Progress,2020-10-19,2020-10-26,439,lv,,2020,2020-11-03,general,FALSE,IND,Zayira Jordán Conde,8
PR,1,Data for Progress,2020-10-19,2020-10-26,439,lv,,2020,2020-11-03,general,FALSE,IND,Ada Norah Henríquez,0
PR,1,Data for Progress,2020-10-19,2020-10-26,439,lv,,2020,2020-11-03,general,FALSE,PRI,Luis Roberto Piñero,4
OK,5,Amber Integrated,2020-10-22,2020-10-25,500,lv,,2020,2020-11-03,general,FALSE,DEM,Kendra Horn,44
OK,5,Amber Integrated,2020-10-22,2020-10-25,500,lv,,2020,2020-11-03,general,FALSE,REP,Stephanie Bice,48.5
ME,1,Colby College,2020-10-21,2020-10-25,426,lv,,2020,2020-11-03,general,FALSE,DEM,Chellie M. Pingree,58
ME,1,Colby College,2020-10-21,2020-10-25,426,lv,,2020,2020-11-03,general,FALSE,REP,Jay T. Allen,31
ME,2,Colby College,2020-10-21,2020-10-25,449,lv,,2020,2020-11-03,general,FALSE,DEM,Jared Forrest Golden,56
ME,2,Colby College,2020-10-21,2020-10-25,449,lv,,2020,2020-11-03,general,FALSE,REP,Dale John Crafts,31
FL,15,Change Research,2020-10-22,2020-10-24,530,lv,D,2020,2020-11-03,general,FALSE,DEM,Alan M. Cohn,44
FL,15,Change Research,2020-10-22,2020-10-24,530,lv,D,2020,2020-11-03,general,FALSE,REP,Scott Franklin,46
MT,1,Montana State University Billings,2020-10-19,2020-10-24,546,lv,,2020,2020-11-03,general,FALSE,DEM,Kathleen Williams,46
MT,1,Montana State University Billings,2020-10-19,2020-10-24,546,lv,,2020,2020-11-03,general,FALSE,REP,Matt Rosendale,47
PA,7,DeSales University,2020-10-11,2020-10-24,448,lv,,2020,2020-11-03,general,FALSE,DEM,Susan Wild,54
PA,7,DeSales University,2020-10-11,2020-10-24,448,lv,,2020,2020-11-03,general,FALSE,REP,Lisa Scheller,36
VA,5,Public Policy Polling,2020-10-21,2020-10-22,910,v,D,2020,2020-11-03,general,FALSE,DEM,Bryant Cameron Webb,46
VA,5,Public Policy Polling,2020-10-21,2020-10-22,910,v,D,2020,2020-11-03,general,FALSE,REP,"Robert G. ""Bob"" Good",43
NY,24,Siena College,2020-10-20,2020-10-22,558,lv,,2020,2020-11-03,general,FALSE,DEM,Dana Balter,45
NY,24,Siena College,2020-10-20,2020-10-22,558,lv,,2020,2020-11-03,general,FALSE,REP,John Katko,45
NY,24,Siena College,2020-10-20,2020-10-22,558,lv,,2020,2020-11-03,general,FALSE,OTH,Steve Williams,5
TX,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-22,432,lv,D,2020,2020-11-03,general,FALSE,DEM,Helane Seikaly,44
TX,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-22,432,lv,D,2020,2020-11-03,general,FALSE,REP,Van Taylor,42
TX,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-22,432,lv,D,2020,2020-11-03,general,FALSE,LIB,Christopher Claytor,8
FL,16,Data Targeting,2020-10-19,2020-10-21,400,lv,R,2020,2020-11-03,general,FALSE,DEM,Margaret Good,38
FL,16,Data Targeting,2020-10-19,2020-10-21,400,lv,R,2020,2020-11-03,general,FALSE,REP,Vern Buchanan,53
NY,11,Marist College,2020-10-19,2020-10-21,650,lv,,2020,2020-11-03,general,FALSE,DEM,Max N. Rose,46
NY,11,Marist College,2020-10-19,2020-10-21,650,lv,,2020,2020-11-03,general,FALSE,REP,Nicole Malliotakis,48
NY,11,Marist College,2020-10-19,2020-10-21,861,rv,,2020,2020-11-03,general,FALSE,DEM,Max N. Rose,47
NY,11,Marist College,2020-10-19,2020-10-21,861,rv,,2020,2020-11-03,general,FALSE,REP,Nicole Malliotakis,46
AR,2,ALG Research,2020-10-16,2020-10-21,500,lv,D,2020,2020-11-03,general,FALSE,DEM,Joyce Ann Elliott,47
AR,2,ALG Research,2020-10-16,2020-10-21,500,lv,D,2020,2020-11-03,general,FALSE,REP,French Hill,47
WA,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-20,425,lv,D,2020,2020-11-03,general,FALSE,DEM,Carolyn Long,47
WA,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-20,425,lv,D,2020,2020-11-03,general,FALSE,REP,Jaime Herrera Beutler,49
CO,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-20,491,lv,D,2020,2020-11-03,general,FALSE,DEM,Diane Mitsch Bush,44
CO,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-20,491,lv,D,2020,2020-11-03,general,FALSE,REP,Lauren Boebert,43
CO,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-20,491,lv,D,2020,2020-11-03,general,FALSE,LIB,John Ryan Keil,5
CO,3,DCCC Targeting and Analytics Department,2020-10-19,2020-10-20,491,lv,D,2020,2020-11-03,general,FALSE,UNI,Christopher Hawkins Milton,2
MT,1,Siena College/The New York Times Upshot,2020-10-18,2020-10-20,758,lv,,2020,2020-11-03,general,FALSE,DEM,Kathleen Williams,46
MT,1,Siena College/The New York Times Upshot,2020-10-18,2020-10-20,758,lv,,2020,2020-11-03,general,FALSE,REP,Matt Rosendale,50
NM,2,Strategies 360,2020-10-16,2020-10-20,406,lv,D,2020,2020-11-03,general,FALSE,DEM,Xochitl Torres Small,47
NM,2,Strategies 360,2020-10-16,2020-10-20,406,lv,D,2020,2020-11-03,general,FALSE,REP,Yvette Herrell,46
OK,5,SoonerPoll.com,2020-10-15,2020-10-20,943,lv,,2020,2020-11-03,general,FALSE,DEM,Kendra Horn,48.8
OK,5,SoonerPoll.com,2020-10-15,2020-10-20,943,lv,,2020,2020-11-03,general,FALSE,REP,Stephanie Bice,47
OK,1,SoonerPoll.com,2020-10-15,2020-10-20,1492,lv,,2020,2020-11-03,general,FALSE,DEM,Kojo Asamoa-Caesar,29.8
OK,1,SoonerPoll.com,2020-10-15,2020-10-20,1492,lv,,2020,2020-11-03,general,FALSE,REP,Kevin Hern,58.8
OK,1,SoonerPoll.com,2020-10-15,2020-10-20,1492,lv,,2020,2020-11-03,general,FALSE,IND,Evelyn L. Rogers,5.6
IA,1,Monmouth University,2020-10-15,2020-10-20,352,lv,,2020,2020-11-03,general,FALSE,DEM,Abby Finkenauer,54
IA,1,Monmouth University,2020-10-15,2020-10-20,352,lv,,2020,2020-11-03,general,FALSE,REP,Ashley Hinson,44
IA,2,Monmouth University,2020-10-15,2020-10-20,355,lv,,2020,2020-11-03,general,FALSE,DEM,Rita R. Hart,51
IA,2,Monmouth University,2020-10-15,2020-10-20,355,lv,,2020,2020-11-03,general,FALSE,REP,Mariannette Miller-Meeks,42
IA,3,Monmouth University,2020-10-15,2020-10-20,426,lv,,2020,2020-11-03,general,FALSE,DEM,Cindy Axne,53
IA,3,Monmouth University,2020-10-15,2020-10-20,426,lv,,2020,2020-11-03,general,FALSE,REP,David Young,42
IA,4,Monmouth University,2020-10-15,2020-10-20,414,lv,,2020,2020-11-03,general,FALSE,DEM,J.D. Scholten,44
IA,4,Monmouth University,2020-10-15,2020-10-20,414,lv,,2020,2020-11-03,general,FALSE,REP,Randy Feenstra,47
MT,1,Strategies 360,2020-10-15,2020-10-20,500,lv,,2020,2020-11-03,general,FALSE,DEM,Kathleen Williams,46
MT,1,Strategies 360,2020-10-15,2020-10-20,500,lv,,2020,2020-11-03,general,FALSE,REP,Matt Rosendale,46
MT,1,RMG Research,2020-10-15,2020-10-18,800,lv,,2020,2020-11-03,general,FALSE,DEM,Kathleen Williams,47
MT,1,RMG Research,2020-10-15,2020-10-18,800,lv,,2020,2020-11-03,general,FALSE,REP,Matt Rosendale,47
OH,10,Garin-Hart-Yang Research Group,2020-10-15,2020-10-18,400,lv,D,2020,2020-11-03,general,FALSE,DEM,Desiree Tims,45
OH,10,Garin-Hart-Yang Research Group,2020-10-15,2020-10-18,400,lv,D,2020,2020-11-03,general,FALSE,REP,Mike Turner,49
CA,53,SurveyUSA,2020-10-15,2020-10-18,511,lv,,2020,2020-11-03,general,FALSE,DEM,Georgette Gómez,27
CA,53,SurveyUSA,2020-10-15,2020-10-18,511,lv,,2020,2020-11-03,general,FALSE,DEM,Sara Jacobs,40
NC,11,Hamilton Campaigns,2020-10-15,2020-10-18,400,lv,D,2020,2020-11-03,general,FALSE,DEM,Morris Durham Davis,45
NC,11,Hamilton Campaigns,2020-10-15,2020-10-18,400,lv,D,2020,2020-11-03,general,FALSE,REP,David Madison Cawthorn,42
NY,24,Public Opinion Strategies,2020-10-15,2020-10-18,400,lv,R,2020,2020-11-03,general,FALSE,DEM,Dana Balter,39
NY,24,Public Opinion Strategies,2020-10-15,2020-10-18,400,lv,R,2020,2020-11-03,general,FALSE,REP,John Katko,47
NY,24,Public Opinion Strategies,2020-10-15,2020-10-18,400,lv,R,2020,2020-11-03,general,FALSE,OTH,Steve Williams,3
PA,7,Franklin & Marshall College,2020-10-12,2020-10-18,447,lv,,2020,2020-11-03,general,FALSE,DEM,Susan Wild,43.6
PA,7,Franklin & Marshall College,2020-10-12,2020-10-18,447,lv,,2020,2020-11-03,general,FALSE,REP,Lisa Scheller,36.4
VA,2,Christopher Newport University,2020-10-08,2020-10-18,807,lv,,2020,2020-11-03,general,FALSE,DEM,Elaine G. Luria,50
VA,2,Christopher Newport University,2020-10-08,2020-10-18,807,lv,,2020,2020-11-03,general,FALSE,REP,Scott W. Taylor,43
MI,3,Strategic National,2020-10-15,2020-10-17,400,lv,,2020,2020-11-03,general,FALSE,DEM,Hillary Scholten,46
MI,3,Strategic National,2020-10-15,2020-10-17,400,lv,,2020,2020-11-03,general,FALSE,REP,Peter Meijer,46
TX,6,GBAO,2020-10-13,2020-10-17,400,lv,D,2020,2020-11-03,general,FALSE,DEM,Stephen Daniel,41
TX,6,GBAO,2020-10-13,2020-10-17,400,lv,D,2020,2020-11-03,general,FALSE,REP,Ron Wright,45
UT,4,RMG Research,2020-10-12,2020-10-17,800,lv,,2020,2020-11-03,general,FALSE,DEM,Ben McAdams,45
UT,4,RMG Research,2020-10-12,2020-10-17,800,lv,,2020,2020-11-03,general,FALSE,REP,Burgess Owens,46
UT,4,RMG Research,2020-10-12,2020-10-17,800,lv,,2020,2020-11-03,general,FALSE,LIB,John Molnar,3
UT,4,RMG Research,2020-10-12,2020-10-17,800,lv,,2020,2020-11-03,general,FALSE,UNI,Jonia Marie Broderick,1
PR,1,Jorge Benítez,2020-10-12,2020-10-17,676,rv,,2020,2020-11-03,general,FALSE,NPP,Jenniffer González,43
PR,1,Jorge Benítez,2020-10-12,2020-10-17,676,rv,,2020,2020-11-03,general,FALSE,PPD,Aníbal Acevedo-Vilá,40
PR,1,Jorge Benítez,2020-10-12,2020-10-17,676,rv,,2020,2020-11-03,general,FALSE,IND,Zayira Jordán Conde,2
PR,1,Jorge Benítez,2020-10-12,2020-10-17,676,rv,,2020,2020-11-03,general,FALSE,IND,Ada Norah Henríquez,2
PR,1,Jorge Benítez,2020-10-12,2020-10-17,676,rv,,2020,2020-11-03,general,FALSE,PRI,Luis Roberto Piñero,7
SC,1,Strategic National,2020-10-14,2020-10-16,400,lv,R,2020,2020-11-03,general,FALSE,DEM,Joe Cunningham,45
SC,1,Strategic National,2020-10-14,2020-10-16,400,lv,R,2020,2020-11-03,general,FALSE,REP,Nancy Mace,47
FL,15,St. Pete Polls,2020-10-15,2020-10-15,943,lv,,2020,2020-11-03,general,FALSE,DEM,Alan M. Cohn,40.5
FL,15,St. Pete Polls,2020-10-15,2020-10-15,943,lv,,2020,2020-11-03,general,FALSE,REP,Scott Franklin,48.5
OH,12,Public Policy Polling,2020-10-14,2020-10-15,818,rv,D,2020,2020-11-03,general,FALSE,DEM,Alaina Shearer,44
OH,12,Public Policy Polling,2020-10-14,2020-10-15,818,rv,D,2020,2020-11-03,general,FALSE,REP,Troy Balderson,48
TX,7,GS Strategy Group,2020-10-13,2020-10-15,400,lv,R,2020,2020-11-03,general,FALSE,DEM,Lizzie Fletcher,46
TX,7,GS Strategy Group,2020-10-13,2020-10-15,400,lv,R,2020,2020-11-03,general,FALSE,REP,Wesley Hunt,44
TX,7,GS Strategy Group,2020-10-13,2020-10-15,400,lv,R,2020,2020-11-03,general,FALSE,LIB,Shawn Kelly,3
PA,10,Tarrance Group,2020-10-13,2020-10-15,400,lv,R,2020,2020-11-03,general,FALSE,DEM,Eugene A. DePasquale,44
PA,10,Tarrance Group,2020-10-13,2020-10-15,400,lv,R,2020,2020-11-03,general,FALSE,REP,Scott Perry,48
IA,4,Change Research,2020-10-13,2020-10-15,603,lv,D,2020,2020-11-03,general,FALSE,DEM,J.D. Scholten,45
IA,4,Change Research,2020-10-13,2020-10-15,603,lv,D,2020,2020-11-03,general,FALSE,REP,Randy Feenstra,50
PR,1,Beacon Research,2020-10-13,2020-10-15,809,lv,,2020,2020-11-03,general,FALSE,NPP,Jenniffer González,44
PR,1,Beacon Research,2020-10-13,2020-10-15,809,lv,,2020,2020-11-03,general,FALSE,PPD,Aníbal Acevedo-Vilá,26
PR,1,Beacon Research,2020-10-13,2020-10-15,809,lv,,2020,2020-11-03,general,FALSE,IND,Zayira Jordán Conde,5
PR,1,Beacon Research,2020-10-13,2020-10-15,809,lv,,2020,2020-11-03,general,FALSE,IND,Ada Norah Henríquez,2
NY,24,Public Policy Polling,2020-10-13,2020-10-14,789,rv,D,2020,2020-11-03,general,FALSE,DEM,Dana Balter,45
NY,24,Public Policy Polling,2020-10-13,2020-10-14,789,rv,D,2020,2020-11-03,general,FALSE,REP,John Katko,43
PA,8,co/efficient,2020-10-13,2020-10-14,615,lv,R,2020,2020-11-03,general,FALSE,DEM,Matt Cartwright,48
PA,8,co/efficient,2020-10-13,2020-10-14,615,lv,R,2020,2020-11-03,general,FALSE,REP,Jim Bognet,43
MN,2,"Normington, Petts & Associates",2020-10-12,2020-10-14,400,lv,D,2020,2020-11-03,general,FALSE,DEM,Angie Craig,53
MN,2,"Normington, Petts & Associates",2020-10-12,2020-10-14,400,lv,D,2020,2020-11-03,general,FALSE,REP,Tyler Kistner,35
MN,2,"Normington, Petts & Associates",2020-10-12,2020-10-14,400,lv,D,2020,2020-11-03,general,FALSE,OTH,Adam Charles Weeks,4
CA,4,Lake Research Partners,2020-10-12,2020-10-14,958,lv,D,2020,2020-11-03,general,FALSE,DEM,Brynne S. Kennedy,45
CA,4,Lake Research Partners,2020-10-12,2020-10-14,958,lv,D,2020,2020-11-03,general,FALSE,REP,Tom McClintock,49
CA,39,Public Opinion Strategies,2020-10-11,2020-10-14,400,lv,R,2020,2020-11-03,general,FALSE,DEM,Gilbert Cisneros,46
CA,39,Public Opinion Strategies,2020-10-11,2020-10-14,400,lv,R,2020,2020-11-03,general,FALSE,REP,Young Kim,47
AK,1,Siena College/The New York Times Upshot,2020-10-09,2020-10-14,423,lv,,2020,2020-11-03,general,FALSE,DEM,Alyse S. Galvin,41
AK,1,Siena College/The New York Times Upshot,2020-10-09,2020-10-14,423,lv,,2020,2020-11-03,general,FALSE,REP,Don Young,49
AR,2,Hendrix College,2020-10-11,2020-10-13,644,lv,,2020,2020-11-03,general,FALSE,DEM,Joyce Ann Elliott,45.5
AR,2,Hendrix College,2020-10-11,2020-10-13,644,lv,,2020,2020-11-03,general,FALSE,REP,French Hill,46
CA,50,Strategies 360,2020-10-10,2020-10-13,401,lv,D,2020,2020-11-03,general,FALSE,DEM,Ammar Campa-Najjar,42
CA,50,Strategies 360,2020-10-10,2020-10-13,401,lv,D,2020,2020-11-03,general,FALSE,REP,Darrell Issa,42
FL,27,Bendixen & Amandi International,2020-10-09,2020-10-13,500,lv,D,2020,2020-11-03,general,FALSE,DEM,Donna E. Shalala,50
FL,27,Bendixen & Amandi International,2020-10-09,2020-10-13,500,lv,D,2020,2020-11-03,general,FALSE,REP,María Elvira Salazar,43
TX,21,WPA Intelligence (WPAi),2020-10-11,2020-10-12,412,lv,R,2020,2020-11-03,general,FALSE,DEM,Wendy R. Davis,42
TX,21,WPA Intelligence (WPAi),2020-10-11,2020-10-12,412,lv,R,2020,2020-11-03,general,FALSE,REP,Chip Roy,47
VA,10,Garin-Hart-Yang Research Group,2020-10-10,2020-10-12,400,lv,D,2020,2020-11-03,general,FALSE,DEM,Jennifer T. Wexton,58
VA,10,Garin-Hart-Yang Research Group,2020-10-10,2020-10-12,400,lv,D,2020,2020-11-03,general,FALSE,REP,Aliscia Andrews,36
IL,17,Tarrance Group,2020-10-10,2020-10-12,418,lv,R,2020,2020-11-03,general,FALSE,DEM,Cheri Bustos,49
IL,17,Tarrance Group,2020-10-10,2020-10-12,418,lv,R,2020,2020-11-03,general,FALSE,REP,Esther Joy King,44
NH,1,University of New Hampshire,2020-10-09,2020-10-12,477,lv,,2020,2020-11-03,general,FALSE,DEM,Chris Pappas,53
NH,1,University of New Hampshire,2020-10-09,2020-10-12,477,lv,,2020,2020-11-03,general,FALSE,REP,Matt Mowers,43
NH,1,University of New Hampshire,2020-10-09,2020-10-12,477,lv,,2020,2020-11-03,general,FALSE,LIB,Zachary Dumont,1
NH,2,University of New Hampshire,2020-10-09,2020-10-12,410,lv,,2020,2020-11-03,general,FALSE,DEM,Ann McLane Kuster,49
